day,month,year,mintp,mxntp,p,evp
16,5,1987,10.57,25.96,0,1.212356715
17,5,1987,14.25,24.22,0.05,1.358848984
18,5,1987,14.02,23.08,0.01,1.537042242
19,5,1987,12.59,24.25,0.42,1.361350561
20,5,1987,14.13,23.3,0.04,1.519090425
21,5,1987,13.64,21.83,0,1.25932409
22,5,1987,11.96,26.14,0,1.302701513
23,5,1987,14.86,26.15,0.75,1.568322325
24,5,1987,15.63,24.02,0.69,1.740923981
25,5,1987,14.78,24.35,0,1.550727339
26,5,1987,14.61,23.71,0.01,1.545224545
27,5,1987,14.46,27.51,4.71,1.520646317
28,5,1987,15.15,20.47,2.1,1.649647528
29,5,1987,13.94,21.98,1.25,1.465112642
30,5,1987,15.03,22.39,4.03,1.475658293
31,5,1987,14.82,24.31,0.04,1.465119722
1,6,1987,13.69,26.02,0,1.416611719
2,6,1987,13.93,25.38,0,1.427996767
3,6,1987,14.84,28.68,0,1.548174337
4,6,1987,17.11,33.25,0,1.696282045
5,6,1987,17.99,27.66,0,1.591978083
6,6,1987,16.29,30.29,0,1.555857083
7,6,1987,18.43,32.77,0,1.623205117
8,6,1987,20.52,35.03,0.1,1.886855352
9,6,1987,18.93,26.93,0.01,1.861269553
10,6,1987,17.5,30.48,0.02,1.737359421
11,6,1987,18.86,33.4,0.05,1.88398798
12,6,1987,21.49,34.48,0.01,1.823576349
13,6,1987,20.69,38.66,0,1.953007087
14,6,1987,20.99,35.37,0.15,2.159999086
15,6,1987,20.08,29.59,0.16,1.845970159
16,6,1987,18.15,26.25,0,1.387597941
17,6,1987,16.9,24.99,0.01,1.312856822
18,6,1987,16.08,25.22,0,1.368864239
19,6,1987,17.18,26.98,0.01,1.670111739
20,6,1987,19.25,30.74,0.15,1.870628025
21,6,1987,17.37,26.05,0,1.484210028
22,6,1987,16.04,27.19,0,1.447718056
23,6,1987,16.25,27.44,0,1.574829744
24,6,1987,16.1,28.06,0.01,1.548388128
25,6,1987,17.12,29.7,0.01,1.576666874
26,6,1987,19.91,29.94,0.3,1.868205141
27,6,1987,19.99,29.25,0,1.845665269
28,6,1987,18.36,27.75,0,1.712979989
29,6,1987,18.03,28.85,0,1.825121695
30,6,1987,18.41,29.82,0,1.835495514
1,7,1987,19.08,31.43,0.01,1.718020331
2,7,1987,21.18,33.79,0.16,1.779221236
3,7,1987,22.03,34.08,0.01,1.960374257
4,7,1987,21.37,34.43,0.04,1.772842314
5,7,1987,21.92,34.12,0.18,1.921178565
6,7,1987,22.15,33.28,0.04,2.081825323
7,7,1987,22.4,31.39,1.71,2.17000201
8,7,1987,22.32,33.8,0.51,2.03986829
9,7,1987,22.85,32.79,4.94,2.134650858
10,7,1987,21.53,32.22,0.7,2.217021236
11,7,1987,21.18,32.22,0,1.962711117
12,7,1987,20.9,31.76,0,1.939955977
13,7,1987,20.66,31.79,0,1.960689493
14,7,1987,21.71,32.47,0,1.973752965
15,7,1987,20.83,33.47,0,1.896153237
16,7,1987,22.07,34.97,0,1.855833317
17,7,1987,23.66,32.94,0.31,1.819587193
18,7,1987,22.46,37.98,0,1.99140641
19,7,1987,24.98,40.16,0.09,2.037370737
20,7,1987,25.58,40.96,0.02,2.385159981
21,7,1987,23.35,35.22,0,2.492549511
22,7,1987,24.12,38.28,0.1,2.358653449
23,7,1987,24.25,40.83,0.01,2.151125408
24,7,1987,26.07,41.03,0.03,1.877424313
25,7,1987,23.72,40.26,0.02,2.213772571
26,7,1987,23.85,33.42,0,2.044400849
27,7,1987,21.39,29.76,0,1.840164381
28,7,1987,20.54,29.72,0,1.832712728
29,7,1987,19.81,32.02,0,1.850162034
30,7,1987,22.23,36.23,2.62,2.205694701
31,7,1987,22.58,30.62,0.06,2.109358072
1,8,1987,20.98,28.99,0,1.822340853
2,8,1987,20.68,30.75,0,1.950389063
3,8,1987,19.9,31.81,0,1.954622147
4,8,1987,21.71,34.6,0,2.095432759
5,8,1987,21.35,33.9,0,1.938849222
6,8,1987,21.01,35.89,0,1.915459999
7,8,1987,24.24,38.84,0,2.157628843
8,8,1987,24.1,39.53,0,2.033822981
9,8,1987,23.59,41.45,0.02,1.927810232
10,8,1987,24.32,39.93,0,2.110488304
11,8,1987,24.38,41.97,0,2.140284868
12,8,1987,25.9,40.51,0,1.757557649
13,8,1987,23.98,38.29,0,2.120346151
14,8,1987,24.03,37.13,0,2.170164196
15,8,1987,24.45,41.01,0,1.970045279
16,8,1987,25.5,38.45,0,1.964441605
17,8,1987,23.96,35.35,0,2.455097667
18,8,1987,24.23,34.12,0.01,2.372756556
19,8,1987,22.82,32.33,0,2.276235774
20,8,1987,21.93,32.29,0,2.255338448
21,8,1987,22.25,33.35,0.05,2.286515807
22,8,1987,23.49,34.94,0.01,2.121023019
23,8,1987,24.43,35.57,0.13,2.428252365
24,8,1987,25.28,36.09,0.78,2.382287283
25,8,1987,24.09,31.9,0.87,2.259346281
26,8,1987,22.5,31.74,0.1,2.06666026
27,8,1987,23.35,32.05,0.69,2.574552837
28,8,1987,23.98,35.26,0.85,2.659462434
29,8,1987,23.91,34.05,0.17,2.517884877
30,8,1987,23.15,32.12,0.1,2.416370923
31,8,1987,23.62,33.73,0.42,2.532822693
1,9,1987,25.23,36.11,0.94,2.453019121
2,9,1987,24.29,30.81,1.29,2.560204861
3,9,1987,22.75,31.19,8.66,2.553044735
4,9,1987,21.87,31.42,1.17,2.259905471
5,9,1987,21.17,31.05,0.58,2.245932635
6,9,1987,22.27,30.6,0.27,2.426716936
7,9,1987,22.18,29,0.16,2.072191323
8,9,1987,21.74,30.56,0.04,2.113170682
9,9,1987,20.39,33.39,0,2.024433601
10,9,1987,22.26,34.6,0,1.912850397
11,9,1987,22.96,34.93,0.01,2.243182562
12,9,1987,21.6,33.2,0,2.32426656
13,9,1987,21.54,30.73,0,2.276705827
14,9,1987,21.05,30.92,0,2.268038999
15,9,1987,22.03,32.35,0,2.234560258
16,9,1987,21.62,31.41,0,2.308193443
17,9,1987,22.02,32.35,0.01,2.214436646
18,9,1987,22.46,33.15,0,2.302510205
19,9,1987,21.5,33.87,0,2.223708633
20,9,1987,23,35.38,0,1.910139183
21,9,1987,22.7,33.93,0,2.001403724
22,9,1987,21.22,33.06,0,1.895042362
23,9,1987,21.71,33.22,0,2.1275131
24,9,1987,21.55,34.9,0,1.858795279
25,9,1987,22.49,35.72,0,1.960050842
26,9,1987,22.92,38.08,0,1.684625366
27,9,1987,24.14,36.97,0,1.588715614
28,9,1987,23.19,35.12,0.01,2.045768816
29,9,1987,22.66,32.29,0.02,2.296710815
30,9,1987,23.18,28.87,3.21,2.480846831
1,10,1987,20.16,27,1.37,1.958746234
2,10,1987,18.97,28.12,0.05,1.675805093
3,10,1987,20.82,29.39,0.22,2.210079656
4,10,1987,22.7,27.85,0.77,2.28117865
5,10,1987,22.54,29.14,0.93,2.352924944
6,10,1987,20.96,27.75,1.13,2.232848979
7,10,1987,18.7,23.97,1.44,1.880988928
8,10,1987,17.6,27.6,0.21,1.674100776
9,10,1987,19.15,26.38,2.83,1.785135402
10,10,1987,18.81,28.44,0.6,1.916198928
11,10,1987,16.86,25.91,2.96,1.83581334
12,10,1987,15.89,24.68,0.55,1.452424068
13,10,1987,18.03,25.27,1.49,1.618838065
14,10,1987,17.66,26.96,0.18,1.656999516
15,10,1987,16.18,28.83,0,1.482019114
16,10,1987,17.19,31.71,0,1.624003915
17,10,1987,17.82,28.61,0.01,1.986999331
18,10,1987,17.64,25.56,0,1.756885046
19,10,1987,16.53,27.32,0,1.685210913
20,10,1987,18.23,28.54,0,2.018706408
21,10,1987,18.29,28.48,0.01,1.906811738
22,10,1987,19.72,32.51,0.02,1.86166838
23,10,1987,19.54,31.02,0,1.699632046
24,10,1987,19.17,30.48,0,1.907588167
25,10,1987,20.74,29.35,0,1.817426309
26,10,1987,20.37,31.3,0.01,2.076514496
27,10,1987,19.78,26.81,0,1.933964699
28,10,1987,17.77,29.22,0,1.867087006
29,10,1987,17.99,28.46,0.01,1.734083717
30,10,1987,17.88,26.84,0,2.074040586
31,10,1987,17.27,26.52,0,1.810372486
1,11,1987,16.26,27.67,0,1.652642
2,11,1987,16.18,27.11,0,1.813227916
3,11,1987,17.32,26.95,1.88,1.703181628
4,11,1987,17.41,21.78,6.71,1.781951826
5,11,1987,16.36,20.92,0.58,1.436973318
6,11,1987,14.32,21.23,0,1.244994986
7,11,1987,13.68,22.27,0,1.276226232
8,11,1987,13.87,22.74,0.01,1.353253781
9,11,1987,14.65,22.85,0,1.304713301
10,11,1987,14.95,22.14,2.06,1.547243596
11,11,1987,15.61,20.48,3.43,1.4876644
12,11,1987,13.7,21.76,0.14,1.404672314
13,11,1987,11.67,24.03,0,1.14617065
14,11,1987,12.54,21.53,0.52,1.157635473
15,11,1987,14.44,17.17,2.38,1.370795139
16,11,1987,13.68,18.69,0.04,1.292205657
17,11,1987,14.3,21.27,0.29,1.503856975
18,11,1987,15.42,20.41,0.05,1.402236456
19,11,1987,12.46,20.22,0.07,1.108564784
20,11,1987,11.67,20.07,0.12,1.344758059
21,11,1987,13.2,17.16,0.56,1.118992041
22,11,1987,11.99,17.23,2.2,1.036053069
23,11,1987,11.42,19.84,0.09,1.036848912
24,11,1987,10.35,17,0.51,0.962912987
25,11,1987,7.49,19.02,0,0.730944971
26,11,1987,9.71,17.58,0.77,0.984631264
27,11,1987,9.93,16.79,0.88,1.112238569
28,11,1987,10.37,14.09,2.69,1.106935238
29,11,1987,9.97,15.85,0.59,1.111437652
30,11,1987,7.45,16.04,0.52,1.034704035
1,12,1987,9.7,15.85,0.34,1.115826652
2,12,1987,7.92,17.82,0.09,0.962053779
3,12,1987,8.66,20.82,0,0.933393397
4,12,1987,12.19,21.37,0.03,1.087836882
5,12,1987,12.92,18.32,1.92,1.300689854
6,12,1987,11.18,20.77,0.09,1.507989492
7,12,1987,13.21,20.89,0.03,1.600140792
8,12,1987,12.26,23.86,0.55,1.328658622
9,12,1987,11.71,19.08,1.18,1.311629969
10,12,1987,11.09,17.76,0.56,1.230854617
11,12,1987,11.44,16.9,0.54,1.368183116
12,12,1987,11.96,16.36,0.33,1.392503303
13,12,1987,10.26,22.96,0,1.205305812
14,12,1987,11.85,20.85,1.06,1.162465586
15,12,1987,11.9,17.9,0.28,1.357826729
16,12,1987,11.52,20.56,0.19,1.529033585
17,12,1987,13.38,21.56,0.01,1.656791724
18,12,1987,12.29,20.45,0,1.601405294
19,12,1987,10.97,21.59,0,1.461891879
20,12,1987,12.09,18.62,0,1.42764414
21,12,1987,11.39,18.37,0,1.344905692
22,12,1987,10.63,18.51,0.26,1.420814206
23,12,1987,11.3,15.88,1.22,1.346869278
24,12,1987,12.16,17.5,1.07,1.456328772
25,12,1987,10.23,18.59,0.02,1.209790715
26,12,1987,9.42,17.15,0.53,1.131842565
27,12,1987,9.72,15.55,0.15,1.184625272
28,12,1987,9.32,16.66,0.17,1.214445062
29,12,1987,10.21,16.96,0.12,1.230310956
30,12,1987,10.97,16.83,0.22,1.154884475
31,12,1987,8.92,17.32,0.15,1.074560646
1,1,1988,8.67,15.21,0.54,1.027708179
2,1,1988,8.67,15.21,0.54,1.027708179
3,1,1988,9.17,15.71,0.79,1.168399867
4,1,1988,8.09,17.5,0.72,1.119359531
5,1,1988,11.58,15.84,0.87,1.106657064
6,1,1988,8.85,20.04,0.05,1.115259772
7,1,1988,8.6,22.3,0,0.908884491
8,1,1988,9.3,17.34,1.89,1.078435774
9,1,1988,9.8,12.36,4.46,0.974925799
10,1,1988,10.48,14.99,3.86,1.037513849
11,1,1988,9.68,14.23,0.16,0.957663247
12,1,1988,6.89,15.31,0.01,0.938547721
13,1,1988,8.31,13.01,0.05,0.921867697
14,1,1988,8.74,16.14,0.05,1.07654544
15,1,1988,8.43,17.7,0.01,1.043921779
16,1,1988,9.48,18.13,0.03,1.057932924
17,1,1988,8.16,18.16,0,1.291303082
18,1,1988,11.01,17.47,0.02,1.343704698
19,1,1988,10.32,16.53,0.18,1.202918661
20,1,1988,7.08,15.92,0.06,0.895632387
21,1,1988,7.12,18.09,0.35,1.006659588
22,1,1988,9.39,15.27,5.27,1.168728113
23,1,1988,9.71,14.03,2.28,0.967747507
24,1,1988,10.63,16.39,1.72,1.078401815
25,1,1988,9.93,16.8,0.08,1.135157196
26,1,1988,9.4,19.4,0.05,1.138112301
27,1,1988,10.31,20.7,0,1.217655621
28,1,1988,10.48,23.38,0,1.283883878
29,1,1988,10.69,22.22,0,1.008298786
30,1,1988,10.24,22.3,0,1.009626366
31,1,1988,12.43,17.87,0.2,1.073774485
1,2,1988,12.53,17.05,0.37,1.03267478
2,2,1988,11.29,18.83,0.08,1.263315262
3,2,1988,9.57,19.5,0.01,1.192953505
4,2,1988,10.59,13.66,1.31,1.164098535
5,2,1988,10.56,19.05,0.7,1.337240099
6,2,1988,9.16,18.25,0.1,1.194775884
7,2,1988,8.94,21.21,0,1.178655822
8,2,1988,8.49,20.3,2.29,1.131181911
9,2,1988,9.13,15.33,0.77,1.044117269
10,2,1988,7.57,17.74,0.02,1.11850758
11,2,1988,10.26,18.17,0.43,1.337476496
12,2,1988,9.75,17.55,0,1.081399118
13,2,1988,7.9,19.09,0.96,1.074872482
14,2,1988,10.27,14.62,0.12,0.863368591
15,2,1988,9.34,15.09,0.05,0.943474227
16,2,1988,8.96,15.26,0.05,0.969477297
17,2,1988,9,17.92,0,0.997388046
18,2,1988,7.55,17.23,0,1.041200433
19,2,1988,7.23,18.94,0.14,1.09214323
20,2,1988,8.8,16.89,0.19,1.033005423
21,2,1988,9.86,18.3,0.16,1.062202401
22,2,1988,9.37,17.68,0.24,1.066121826
23,2,1988,7.62,16.64,0,0.955896944
24,2,1988,8.93,18.14,0.11,1.175422017
25,2,1988,9.38,17.93,0.41,1.19230292
26,2,1988,7.63,13.09,9.16,0.989412004
27,2,1988,7.23,11.59,1.65,0.775441606
28,2,1988,5.42,10.64,1.04,0.766914438
29,2,1988,6.3,10.83,0.91,0.794858068
1,3,1988,5.13,15.23,0.05,0.840940981
2,3,1988,5.82,12.45,0.53,0.814279857
3,3,1988,5.19,12.64,0.2,0.816885537
4,3,1988,5.57,15.41,0.01,0.711815144
5,3,1988,6.71,17,0.02,0.933159847
6,3,1988,9.25,16.7,0.54,1.099871241
7,3,1988,7.76,12.09,3.34,1.029340917
8,3,1988,10.97,14.3,12.21,1.065987202
9,3,1988,9.36,12.97,2.25,0.847417235
10,3,1988,7.51,13.78,1.74,0.823606438
11,3,1988,6.22,14.38,0.14,0.71900559
12,3,1988,7.65,13.91,3.31,0.941431419
13,3,1988,7.15,16.13,0.73,0.993021682
14,3,1988,6.78,20.08,0,0.99497733
15,3,1988,6.42,22.05,0.01,0.911533365
16,3,1988,11.33,21.57,4.51,1.209386378
17,3,1988,10.68,19.92,0.7,1.189741001
18,3,1988,11.51,20.88,0,1.194685371
19,3,1988,12.95,21.5,0,1.337589252
20,3,1988,11.49,20,0.01,1.344784627
21,3,1988,10.3,21.99,0,1.298825957
22,3,1988,10.03,24.86,0,1.28713697
23,3,1988,12.5,20.78,0.67,1.243224389
24,3,1988,11.19,16.85,0.67,1.166477818
25,3,1988,11.99,19.22,0.45,1.212184444
26,3,1988,12.02,22.65,0.02,1.254662109
27,3,1988,11.51,25.53,0.01,1.208426536
28,3,1988,12.31,21.03,0.01,1.24199007
29,3,1988,9.6,18.08,0.02,0.940064343
30,3,1988,8.32,21.36,0,1.045126669
31,3,1988,10.15,24.75,0.03,1.08671379
1,4,1988,9.04,19.9,0.03,0.939349276
2,4,1988,8.98,19.89,0.04,0.993972541
3,4,1988,8.59,22.64,0,1.118195967
4,4,1988,12.87,18.94,0.42,1.431836559
5,4,1988,12.12,21.56,0.07,1.408588746
6,4,1988,11.07,20.16,0.02,1.381906364
7,4,1988,10.02,22.7,1.08,1.196334365
8,4,1988,12.2,21.18,4.91,1.271318098
9,4,1988,10.69,22.99,0.06,1.24971237
10,4,1988,13.77,27.21,0.01,1.255137328
11,4,1988,12.96,26.89,0,1.114048204
12,4,1988,12.99,23.75,0,1.167537463
13,4,1988,12.88,26.84,0,1.217397538
14,4,1988,13.84,23.38,0.02,1.386869668
15,4,1988,12.81,21.36,0,1.283499262
16,4,1988,11.08,21.94,0,1.23881515
17,4,1988,11.11,22.46,0.01,1.108450593
18,4,1988,12.95,23.34,0.16,1.360567336
19,4,1988,13.32,24.07,0,1.375500982
20,4,1988,13.16,24.26,0.15,1.354557605
21,4,1988,13.81,21.89,0.46,1.45357509
22,4,1988,13.01,22.17,0.05,1.412851708
23,4,1988,12.58,24.69,0,1.354878787
24,4,1988,13.3,24.48,0.96,1.494968655
25,4,1988,14.38,22.51,1.33,1.338644107
26,4,1988,12.15,22.96,0.16,1.089322801
27,4,1988,12.71,24.44,0,1.183912095
28,4,1988,12.22,20.16,9.66,1.457762105
29,4,1988,10.67,19.59,3.3,1.216377942
30,4,1988,12.8,22.03,0.76,1.256443437
1,5,1988,12.57,21.85,0.53,1.218461901
2,5,1988,11.24,24.75,0,1.193207666
3,5,1988,13.67,25.53,0,1.404875115
4,5,1988,13.75,28.59,0.1,1.586784275
5,5,1988,14.56,32.31,0.22,1.450944173
6,5,1988,16.93,33.59,0,1.315609558
7,5,1988,18.7,36.86,0,1.186347949
8,5,1988,17.71,27.07,0.14,1.364453237
9,5,1988,16.02,25.5,0.02,1.673802284
10,5,1988,15.91,28.17,0,1.400126167
11,5,1988,16,28.42,0,1.432107713
12,5,1988,16.89,27.33,0.01,1.573851884
13,5,1988,16.24,26.04,0.17,1.513606211
14,5,1988,15.76,24.3,0.54,1.597023184
15,5,1988,14.27,24.48,0.71,1.339689993
16,5,1988,14.56,25.92,0.11,1.459549918
17,5,1988,14.59,25.52,0.87,1.496696204
18,5,1988,16.63,27.45,5.12,1.577229799
19,5,1988,16.51,28.61,0.32,1.673873338
20,5,1988,17.71,24.47,13.16,1.768635566
21,5,1988,17.17,26.93,4.35,1.701549461
22,5,1988,16.03,25.86,0.65,1.559807793
23,5,1988,17.16,25.75,2.04,1.746486308
24,5,1988,16.46,22.13,3.28,1.678275195
25,5,1988,15.97,23.5,4.47,1.729854733
26,5,1988,15.03,27.09,0.01,1.610816827
27,5,1988,16.54,28.38,1.44,1.620495757
28,5,1988,15.73,26.98,0.42,1.62496801
29,5,1988,17.8,25.13,7.1,1.735012717
30,5,1988,16.27,31.67,0.03,1.744511278
31,5,1988,17.96,30.37,0.01,1.812970758
1,6,1988,18.01,33.59,0.13,2.00409542
2,6,1988,18.09,27.35,0.01,1.73164286
3,6,1988,16.78,26.47,0,1.607060471
4,6,1988,15.69,29.51,0,1.61128428
5,6,1988,19.5,26.21,0.54,1.911618897
6,6,1988,17.09,26.47,0.74,1.772659788
7,6,1988,15.16,24.78,0.25,1.341288961
8,6,1988,17.28,24.4,4.58,1.665555052
9,6,1988,16.94,21.86,20.2,1.8772227
10,6,1988,16.21,26.94,0.01,1.790022502
11,6,1988,16.49,30.7,0.42,1.769999411
12,6,1988,18.79,31.93,0.15,1.863449824
13,6,1988,18.52,29.79,0.01,1.829960895
14,6,1988,18.79,32.62,0.08,1.852747
15,6,1988,20.81,28.25,0.43,1.951309531
16,6,1988,19.3,30.85,0.01,1.817174093
17,6,1988,20.66,34.78,7.83,2.186963619
18,6,1988,19.28,30.26,1.27,2.008549485
19,6,1988,20.22,30.24,0,2.009732491
20,6,1988,18.58,27.6,0.08,1.757015494
21,6,1988,17.6,29.59,0,1.825930927
22,6,1988,18.85,30.91,0,1.855649556
23,6,1988,19.08,31.23,0,1.719346669
24,6,1988,20.09,31.86,0,1.791601693
25,6,1988,20.74,33.04,0.06,1.896511226
26,6,1988,20.95,30.04,0.14,2.040639512
27,6,1988,19.85,30.14,0.01,1.968515249
28,6,1988,18.8,29.78,0.63,1.856365394
29,6,1988,19.59,29.47,0.38,1.909405521
30,6,1988,19.8,30.5,0,1.921540176
1,7,1988,19.77,31.83,0,1.948601483
2,7,1988,21.32,34.12,0.04,2.153483992
3,7,1988,20.91,31.54,0,1.971593571
4,7,1988,21.8,34.71,0,1.702391922
5,7,1988,21.85,36.52,0,1.792137304
6,7,1988,24.03,38.07,0,1.948771328
7,7,1988,22.89,36.78,0.01,2.018556286
8,7,1988,23.52,36.57,0,2.180903808
9,7,1988,22.77,36.74,0,2.08003036
10,7,1988,21.89,35.98,0.05,1.929714579
11,7,1988,22.77,35.15,0.3,1.862545237
12,7,1988,22.91,37.08,0,1.906062193
13,7,1988,22.21,34.84,0,1.853252919
14,7,1988,23.63,36.84,0,1.631319195
15,7,1988,24.78,36.9,0,1.89442903
16,7,1988,22.24,31.94,0,2.099958422
17,7,1988,21.07,29.83,0,1.775467391
18,7,1988,20.18,29.73,0,1.732177463
19,7,1988,19.08,30.86,0,1.672044705
20,7,1988,19.59,33.95,0,1.730479411
21,7,1988,21.61,35.13,0.41,1.767503549
22,7,1988,22.23,29.83,2.43,2.296648943
23,7,1988,22.64,30.81,0.59,2.453400624
24,7,1988,21.55,33.22,0,2.252189215
25,7,1988,22.5,34.58,0,2.135007442
26,7,1988,23.31,35.06,0,1.909183108
27,7,1988,23.5,35.85,0,2.020495813
28,7,1988,22.74,36.29,0,1.814167427
29,7,1988,22.65,34.33,0,2.307004995
30,7,1988,22.82,37.83,0,1.99519539
31,7,1988,24.42,38.83,0,1.927310588
1,8,1988,24.33,36.46,0,2.477734332
2,8,1988,22.65,35.86,0,2.136902256
3,8,1988,22.74,36.71,0,2.065584598
4,8,1988,24.08,40.82,0,1.61238563
5,8,1988,24.01,34.23,0,1.932294712
6,8,1988,22.83,32.78,0,1.869224066
7,8,1988,21.24,34.48,0,1.983990475
8,8,1988,22.54,33.68,0,2.113929395
9,8,1988,22.63,34.04,0,2.081226625
10,8,1988,22.6,32.02,0,2.178042743
11,8,1988,21.53,33.73,0,2.01934546
12,8,1988,22.49,35.33,0,2.071625955
13,8,1988,23.27,36.68,0,2.114523735
14,8,1988,24.62,37.47,0,2.324884153
15,8,1988,24.36,36.6,0,2.107193636
16,8,1988,24.93,37.43,0.03,2.228390111
17,8,1988,24.4,34.73,0.06,2.390259599
18,8,1988,23.11,35.46,0,2.229811411
19,8,1988,23,34.26,0.01,2.359930189
20,8,1988,23.44,33.46,0.02,2.201517551
21,8,1988,24.77,35.04,0.52,2.240709114
22,8,1988,24.18,36.73,0.02,2.328543972
23,8,1988,22.59,30.43,0.69,2.093014616
24,8,1988,21.04,29.14,0,1.709841597
25,8,1988,19.3,30.65,0,1.64090187
26,8,1988,21.16,32.4,0,1.803319626
27,8,1988,21.65,31.18,0,2.01827425
28,8,1988,20.69,30.83,0,1.866749164
29,8,1988,20.17,33.18,0,1.882848259
30,8,1988,21.46,36.27,0,2.101228448
31,8,1988,23.79,34.49,0.2,2.345346541
1,9,1988,24.81,40.49,0.12,2.111193603
2,9,1988,25.65,40.17,0.03,1.937495654
3,9,1988,24.46,38.28,0,1.899176181
4,9,1988,22.49,32.07,0,1.870403105
5,9,1988,22.59,34.21,0,2.109221142
6,9,1988,22.07,32.39,0,2.191362021
7,9,1988,21.04,33.3,0,2.178990627
8,9,1988,22.02,31.1,0,2.338644927
9,9,1988,22.79,30.6,0.15,2.170923998
10,9,1988,21.06,29.43,0,1.716034632
11,9,1988,20.75,28.92,0,1.742108843
12,9,1988,22.52,30.17,1.18,2.432752984
13,9,1988,23.32,31.77,0.68,2.368353888
14,9,1988,21.08,31.15,0.23,2.117271149
15,9,1988,22.27,34.55,3.02,2.372218602
16,9,1988,19.13,25.42,3.9,1.587584718
17,9,1988,17.6,21.14,9.81,1.558136827
18,9,1988,17.47,25.04,0.22,1.521539685
19,9,1988,17.38,23.2,1.84,1.567178349
20,9,1988,16.86,23.7,0.36,1.521468589
21,9,1988,16.96,24.69,1.02,1.598797309
22,9,1988,18.3,22.94,3.91,1.856293462
23,9,1988,17.19,26.89,0.13,1.790655582
24,9,1988,18.8,28.03,0,1.911993215
25,9,1988,17.5,29.62,0.01,1.764819434
26,9,1988,18.13,27.92,0,1.920689797
27,9,1988,18.24,26.72,0,1.884706608
28,9,1988,18.23,27.01,0.01,1.922760723
29,9,1988,18.34,27.11,0.01,1.890265708
30,9,1988,18.8,28.1,0.18,1.940288864
1,10,1988,19.83,28.66,0.41,2.05552775
2,10,1988,19.94,28.24,0.32,2.249592288
3,10,1988,19.2,27.22,0.01,2.090856951
4,10,1988,18.09,27.5,0,1.979073544
5,10,1988,18.23,29.61,0.62,2.036934759
6,10,1988,19.34,29.53,0.04,1.899201495
7,10,1988,19.77,28.92,0.89,2.006319815
8,10,1988,18.88,31.06,0.07,2.026001955
9,10,1988,19.4,29.25,0,1.970134772
10,10,1988,17.63,29.31,0,1.918342657
11,10,1988,19.38,33.23,0,1.946341875
12,10,1988,20.57,31.61,0,2.055326691
13,10,1988,20.37,29.5,0.03,2.287879629
14,10,1988,21.41,27.38,0.58,2.505024457
15,10,1988,20.83,29.15,0.25,2.481288047
16,10,1988,22.01,27.64,0.39,2.450731797
17,10,1988,20.97,28.69,0.34,2.387470642
18,10,1988,20.51,28.79,0.19,2.264203709
19,10,1988,20.17,27.16,1.05,2.177960236
20,10,1988,20.18,27.44,0.28,1.978660968
21,10,1988,18.16,24.9,3.63,1.798209431
22,10,1988,16.5,21.15,0.52,1.49891335
23,10,1988,16.19,22.6,1.13,1.591425946
24,10,1988,16.05,23.56,0.35,1.637084581
25,10,1988,15.88,23.91,0.03,1.699690748
26,10,1988,16.8,24.33,0.23,1.762090224
27,10,1988,15.09,24.36,0,1.665545081
28,10,1988,16.03,25.04,0.02,1.666239126
29,10,1988,15.65,26.8,0,1.76215633
30,10,1988,15.88,26.45,0,1.716227283
31,10,1988,15.3,27.88,0,1.527016621
1,11,1988,17.81,25.2,0.23,1.782630992
2,11,1988,16.7,23.34,0.46,1.640532022
3,11,1988,15.15,25.91,0.05,1.564215923
4,11,1988,16.61,23.63,0.07,1.82532839
5,11,1988,16.74,25.1,0.22,1.85052664
6,11,1988,14.45,19.6,0.3,1.45335968
7,11,1988,13.21,18.79,0,1.191913413
8,11,1988,15.51,21.98,1.13,1.687657622
9,11,1988,15.96,23.28,1.3,1.858740753
10,11,1988,16.79,23.97,1.13,1.834531916
11,11,1988,16.86,24.89,0.54,1.927378176
12,11,1988,17.45,24.37,0.91,2.071563723
13,11,1988,16.69,22.82,0.46,1.947638293
14,11,1988,17.8,20.09,3.09,1.962542251
15,11,1988,15.54,21.88,3.31,1.793628548
16,11,1988,15.49,21.67,1.67,1.749124062
17,11,1988,13.16,20.18,1.86,1.29305156
18,11,1988,12.19,19.59,0,1.125587536
19,11,1988,11.43,20.33,0,1.125590157
20,11,1988,10.7,19.48,0.85,1.234185178
21,11,1988,13.16,20.18,0.49,1.35569205
22,11,1988,10.55,21.74,0.95,1.179682771
23,11,1988,10.83,14.39,3.98,1.02539177
24,11,1988,9.99,15.14,2.26,0.996157078
25,11,1988,9.04,14.18,0.57,0.917353312
26,11,1988,7.9,14.22,0.34,0.832827199
27,11,1988,8.22,16.14,0,0.967284408
28,11,1988,8.85,15.24,0.1,1.078753168
29,11,1988,9.85,16.09,1.74,1.212857021
30,11,1988,10.86,18.4,0.9,1.252932338
1,12,1988,8.84,18.92,0.01,1.154178592
2,12,1988,11.46,18.2,1.47,1.335853886
3,12,1988,12.09,18.33,2.1,1.254984799
4,12,1988,10.36,19.45,0.24,1.163112294
5,12,1988,11.59,17.48,1.84,1.241790764
6,12,1988,11.93,18.94,0,1.351314347
7,12,1988,10.17,18.74,0.33,1.291053172
8,12,1988,9.86,15.02,1.28,1.014009329
9,12,1988,9.35,13.45,4.19,0.940152844
10,12,1988,10.48,11.99,2.98,0.857498566
11,12,1988,10.47,15.62,0.62,0.960210819
