day,month,year,mintp,mxntp,p,evp
21,10,1985,15.83,22.39,0.69,1.521604466
22,10,1985,15.09,23.44,0.11,1.465527445
23,10,1985,15.23,22.87,0.05,1.480202312
24,10,1985,15.24,22.11,0.02,1.500648508
25,10,1985,15.26,24,0.07,1.582831069
26,10,1985,15.7,24.27,0.48,1.63534575
27,10,1985,16.41,22.79,0.82,1.69967756
28,10,1985,15.77,20.76,5.15,1.872592537
29,10,1985,16.26,25.56,1.63,1.915695439
30,10,1985,16.57,24.1,0.54,1.798398904
31,10,1985,15.31,25.02,0.79,1.660747902
1,11,1985,15.26,28.25,0.04,1.509139443
2,11,1985,16.84,23.64,0.32,1.725678001
3,11,1985,16.11,22.8,0.43,1.709986548
4,11,1985,16.33,22.48,0.16,1.640431944
5,11,1985,14.83,24.84,0.02,1.478295036
6,11,1985,17.26,24.13,0.23,1.743296393
7,11,1985,16.5,22.18,9.02,1.894028001
8,11,1985,14.28,22.01,0.11,1.462036906
9,11,1985,14.44,26.01,0,1.643911599
10,11,1985,15.1,28.7,0,1.631646075
11,11,1985,15.46,28.02,0,1.56190361
12,11,1985,13.28,26.07,0,1.338762106
13,11,1985,15.74,23.62,0.2,1.678099574
14,11,1985,14.3,17.73,0.06,1.414261859
15,11,1985,12.73,21.45,0.04,1.553514244
16,11,1985,16.08,22.89,0.07,1.806517225
17,11,1985,15.99,20.8,0.99,1.579123929
18,11,1985,13.48,21.98,0.78,1.446284717
19,11,1985,12,22.56,1.03,1.299435538
20,11,1985,10.46,17.03,0.67,1.064352503
21,11,1985,10.24,16.75,0.54,1.016223378
22,11,1985,10.12,16.4,1.49,1.095251448
23,11,1985,10.09,14.36,1.37,1.113263693
24,11,1985,10.32,16.03,0.11,1.064183352
25,11,1985,9.34,17.68,0.13,0.952159718
26,11,1985,10.8,22.22,1.01,1.228856527
27,11,1985,11.22,19.45,0.45,1.368291543
28,11,1985,11.55,16.35,0.88,1.279780036
29,11,1985,9.25,16.98,0,0.960388047
30,11,1985,9.25,19.66,0,0.895782396
1,12,1985,10.32,18.29,0,1.023650455
2,12,1985,12.33,20,0,1.338166068
3,12,1985,12.16,20.12,0,1.588191484
4,12,1985,10.13,19.42,0,1.386104828
5,12,1985,10.85,20.79,0,1.305042877
6,12,1985,9.68,18.57,0,1.217492889
7,12,1985,12.55,17.57,4.27,1.390554416
8,12,1985,11.24,18.43,0.12,1.327001273
9,12,1985,10.13,18.03,0.13,1.173437883
10,12,1985,10.6,17.62,1.14,1.162677161
11,12,1985,10.8,16.68,2.32,1.201901239
12,12,1985,9.28,16.24,0.7,1.061486368
13,12,1985,9.46,15.2,0.52,1.014446252
14,12,1985,8.88,15.21,0.32,1.129834228
15,12,1985,10.79,15.92,0.41,1.189466454
16,12,1985,12.84,16.89,0.28,1.23824855
17,12,1985,10.7,18.83,0.03,1.312119542
18,12,1985,10.4,19.07,0,1.345973986
19,12,1985,9.03,18.8,0,1.281486974
20,12,1985,10.91,16.43,0,1.149954573
21,12,1985,9.02,17.17,0,1.16326216
22,12,1985,9.53,15.63,0.02,1.103688281
23,12,1985,6.59,17.29,0.72,0.973346134
24,12,1985,9.08,14.85,0.71,1.108212473
25,12,1985,8.46,17.12,0.12,1.193178616
26,12,1985,10.32,19.47,0.02,1.324687302
27,12,1985,11.02,18.84,0.02,1.349584884
28,12,1985,9.7,20.11,0.01,1.044936016
29,12,1985,11.08,21.35,0.19,1.131485254
30,12,1985,9.49,20.21,0.07,1.100878277
31,12,1985,9.7,15.25,0.51,1.116950246
1,1,1986,9.57,13.89,5.45,1.028855131
2,1,1986,9.57,13.89,5.45,1.028855131
3,1,1986,9.86,19.5,1.28,1.248961994
4,1,1986,11.28,19.19,0.37,1.288003538
5,1,1986,10.79,13.67,6.23,1.216759851
6,1,1986,7.74,14.51,0.23,0.936797038
7,1,1986,7.15,13.98,2.54,0.844099685
8,1,1986,9.15,14.12,0.49,0.951879005
9,1,1986,6.62,15.76,0.15,0.905740953
10,1,1986,8.61,14.16,2.82,1.071237577
11,1,1986,9.4,14.36,3.38,1.135282475
12,1,1986,9.53,16.54,0.4,1.177479063
13,1,1986,8.82,16.15,0.76,1.129996658
14,1,1986,9.73,14.23,2.04,1.016972021
15,1,1986,11.75,15.58,2.07,1.165383925
16,1,1986,9.1,18.1,0.03,1.216711195
17,1,1986,9.44,15.59,1.44,1.091151066
18,1,1986,7.84,12.78,1.28,0.863584305
19,1,1986,7.69,13.15,0.14,0.88397791
20,1,1986,6.62,15.19,0.02,0.915630572
21,1,1986,4.92,17.5,0,0.913069237
22,1,1986,8.4,16.34,0.2,1.142766159
23,1,1986,7.17,16.73,0.15,1.05663413
24,1,1986,8.13,15.07,0.62,1.075664029
25,1,1986,7.83,16.37,0.7,1.08125797
26,1,1986,8.53,13.3,0.19,0.8047294
27,1,1986,7.11,12,0.29,0.713062006
28,1,1986,6.54,13.14,2.57,0.879238089
29,1,1986,5.08,12.59,0.01,0.701179791
30,1,1986,7.05,14.8,0.11,0.879088406
31,1,1986,6.82,17.71,0.1,0.8733415
1,2,1986,6.38,11.4,2.51,0.872388492
2,2,1986,3.47,15.67,0,0.674756971
3,2,1986,3.59,15.9,0,0.734179377
4,2,1986,5.04,17.44,0,0.742504707
5,2,1986,7.66,13.27,0.26,0.936184294
6,2,1986,5.56,15.5,0.97,0.938345455
7,2,1986,7.37,12.62,1.49,0.967258734
8,2,1986,6.86,12.93,1.52,0.923227649
9,2,1986,6.17,14.25,0.77,0.871282995
10,2,1986,6.13,11.86,1.63,0.755071524
11,2,1986,5.14,11.92,1.45,0.779401755
12,2,1986,5.56,9.79,3.23,0.776911539
13,2,1986,4.91,12.55,1.94,0.802552933
14,2,1986,7.57,13.97,0.23,0.864247128
15,2,1986,5.7,19.44,0.04,0.855773121
16,2,1986,10.15,17.53,5.18,1.077434015
17,2,1986,10.3,15.57,1.89,1.200086588
18,2,1986,10.36,22.23,0.06,1.347079393
19,2,1986,10.68,17.37,0.44,1.261197873
20,2,1986,8.4,18.23,0.65,1.086954605
21,2,1986,7.33,16.09,0.08,0.93087158
22,2,1986,9.72,19.15,1.28,1.172272431
23,2,1986,9.95,16.33,0.43,1.100158525
24,2,1986,8.84,20.27,0.01,1.197977167
25,2,1986,9.51,22.1,0,1.230500158
26,2,1986,10.6,21.29,0,1.269295215
27,2,1986,9.48,18.46,0.01,1.080982818
28,2,1986,10.65,17.74,0.02,1.267564583
1,3,1986,12.32,19.23,0.11,1.458349756
2,3,1986,13.22,22.38,0.51,1.299151215
3,3,1986,12.43,22.93,0,1.186977481
4,3,1986,11.03,21.7,0.1,1.230971103
5,3,1986,9.36,20.87,0,1.190629344
6,3,1986,8.85,20.49,0,1.166326213
7,3,1986,11.86,15.81,0.94,1.309967056
8,3,1986,11.09,17.2,10.25,1.378881919
9,3,1986,9.5,17.22,0.71,1.131565843
10,3,1986,9.36,13.8,32.27,1.144656953
11,3,1986,7.47,14.33,12.8,1.008071802
12,3,1986,6.43,16.6,2.68,0.967993963
13,3,1986,8.05,15.27,10.19,1.106280915
14,3,1986,6.45,20.26,0.01,1.027691656
15,3,1986,9.75,15.92,2.34,1.225158931
16,3,1986,10.03,15.46,12.83,1.234015908
17,3,1986,9.4,15.91,5.4,1.206394503
18,3,1986,8.58,17.37,0.71,1.211010141
19,3,1986,8.26,18.81,0.11,1.210951536
20,3,1986,9.45,17.49,2.07,1.299458185
21,3,1986,9.4,16.75,0.05,1.127564574
22,3,1986,7.9,15.69,2.4,1.07120904
23,3,1986,8.4,14.67,0.5,0.913900718
24,3,1986,9.48,15.94,0.56,0.996416777
25,3,1986,9.38,21.31,0.05,1.106673377
26,3,1986,10.32,23.08,0,1.176844876
27,3,1986,10.19,14.64,3.73,1.234394548
28,3,1986,9.31,15.86,7.06,0.999652724
29,3,1986,8.41,18.76,0.03,1.094111299
30,3,1986,8.21,21.13,0.01,1.140775252
31,3,1986,10.48,18.39,1.38,1.220466036
1,4,1986,8.84,19.68,0.04,1.208185759
2,4,1986,8.88,23.58,0,1.271924009
3,4,1986,11.09,26.51,0,1.258867464
4,4,1986,11.92,20.48,0,1.349262551
5,4,1986,12.51,19.83,0.01,1.392835371
6,4,1986,10.11,22.62,0,1.223896557
7,4,1986,11.78,23.65,0.01,1.305597786
8,4,1986,12.36,23.79,0.11,1.502296104
9,4,1986,11.59,20.04,0.23,1.303906555
10,4,1986,9.91,20.5,0.02,1.005843207
11,4,1986,11.1,21.87,0.01,1.204203896
12,4,1986,11.69,25.4,0.38,1.526306028
13,4,1986,11.17,20.69,0.14,1.165408681
14,4,1986,9.45,15.94,2.4,0.945356967
15,4,1986,7.86,19.61,0.01,0.876926623
16,4,1986,10.71,22.35,0.02,1.246600767
17,4,1986,11.25,22.63,0,1.287787784
18,4,1986,12.15,24.11,0,1.389469334
19,4,1986,12.41,20.09,0.11,1.329175541
20,4,1986,11.33,16.9,4.51,1.046088174
21,4,1986,10.02,19.39,0.15,1.052803903
22,4,1986,8.24,23.38,0,1.123617362
23,4,1986,11.41,25.42,0,1.13756466
24,4,1986,12.5,24.47,0,1.366693152
25,4,1986,11.05,24.17,0.03,1.351578895
26,4,1986,11.33,24.88,0,1.27360398
27,4,1986,13.2,22.75,0,1.354766402
28,4,1986,12.3,20.35,0.1,1.223381831
29,4,1986,10.55,20.4,0.59,1.068984898
30,4,1986,10.55,17.89,1.63,1.215927712
1,5,1986,11.32,16.13,5.69,1.301418478
2,5,1986,10.02,21.54,0.93,1.204680323
3,5,1986,11.42,26.51,0.23,1.275414274
4,5,1986,15.19,26.68,0.34,1.465680341
5,5,1986,13.77,20.29,32.15,1.613651048
6,5,1986,12.6,21.68,0.12,1.387322592
7,5,1986,11.13,24.71,0,1.256000461
8,5,1986,13.72,26.49,4.6,1.590560703
9,5,1986,16.06,27.63,5.05,1.690105919
10,5,1986,14.72,23.2,0,1.377850885
11,5,1986,13.3,22.74,0,1.404084923
12,5,1986,12.59,24.13,0,1.355184082
13,5,1986,13.33,24.71,0,1.225877349
14,5,1986,12.67,26.91,0,1.231751481
15,5,1986,14.92,28.37,0.21,1.429411616
16,5,1986,15.83,28.66,0.27,1.570998991
17,5,1986,17.31,30.65,0,1.597089488
18,5,1986,17.59,31.86,0,1.643740446
19,5,1986,16.75,26.83,0,1.737969861
20,5,1986,15.99,26.78,0,1.664891909
21,5,1986,16.4,29.43,0,1.533294287
22,5,1986,17.11,32.93,0,1.512691848
23,5,1986,18.36,31.67,0,1.814499448
24,5,1986,19.48,29.83,0,1.703937225
25,5,1986,19.05,28.47,0.12,1.749117369
26,5,1986,17.69,27.67,0,1.742057823
27,5,1986,16.43,28.44,0.02,1.767674006
28,5,1986,18,28.92,0.01,1.769244169
29,5,1986,19.1,30.74,1.72,1.865756246
30,5,1986,18.59,28.99,0.72,1.835394077
31,5,1986,16.86,23.2,0,1.380962234
1,6,1986,15.18,22.36,0.12,1.223141364
2,6,1986,14.27,22.87,0.04,1.209219611
3,6,1986,15.74,27.38,1.96,1.519583344
4,6,1986,16.96,27.18,6.73,1.712389146
5,6,1986,16.67,29.11,0.92,1.66665309
6,6,1986,16.72,28.6,0.32,1.69534652
7,6,1986,17.6,29.06,0.95,1.711851518
8,6,1986,16.13,24,3.47,1.396168432
9,6,1986,15.75,23.14,0,1.315252125
10,6,1986,15.45,24.9,0,1.390329608
11,6,1986,14.95,26.73,0.01,1.535729951
12,6,1986,14.89,27.89,0,1.477610914
13,6,1986,17.66,28.51,0,1.596033747
14,6,1986,15.85,25.56,0.1,1.501037736
15,6,1986,16.32,26.02,0.7,1.579493916
16,6,1986,16.72,28.25,2.72,1.693781891
17,6,1986,18.61,28.4,0.29,1.693791745
18,6,1986,18.49,27.54,1.73,1.810950354
19,6,1986,16.74,27,0,1.695572389
20,6,1986,16.93,29.26,0.1,1.640244879
21,6,1986,18.7,30.85,1,1.983198089
22,6,1986,21.05,34.01,0.17,2.037751836
23,6,1986,19.76,30.12,0,1.923869329
24,6,1986,18.94,33.4,0,1.671747518
25,6,1986,20.96,33.13,0,1.856982586
26,6,1986,21.31,33.63,0,1.908539389
27,6,1986,20.13,32.27,0,1.800943439
28,6,1986,20.41,34.1,0,1.827120993
29,6,1986,21.83,32.91,0,1.843834068
30,6,1986,20.21,34,0,1.651803371
1,7,1986,21.19,30.42,0.49,1.869735399
2,7,1986,20.36,29.75,0.24,2.07379943
3,7,1986,19.96,30.11,0,1.897952887
4,7,1986,19.73,32.04,0.02,1.876939097
5,7,1986,21.63,31.42,0.14,2.032781156
6,7,1986,21.47,30.58,6.03,2.277785797
7,7,1986,21.29,33.43,0.08,2.10538201
8,7,1986,21.65,31.91,0,2.011394967
9,7,1986,20.35,29.91,0,1.817384237
10,7,1986,19.12,32.01,0,1.738468306
11,7,1986,20.17,30.04,0,1.755372747
12,7,1986,19.19,31.98,0,1.839287417
13,7,1986,19.16,31.19,0,1.816172691
14,7,1986,20.04,34.07,0.32,2.030175266
15,7,1986,21.89,29.41,0.97,2.163891419
16,7,1986,20.96,28.89,0.01,1.896912785
17,7,1986,19.54,29.89,0,1.861150299
18,7,1986,18.87,31.21,0,1.807673806
19,7,1986,19.56,31.91,0,1.766666562
20,7,1986,20.94,27.82,0.78,1.840133348
21,7,1986,20.38,25.64,11.63,1.846678366
22,7,1986,20.16,27.42,7.86,2.000452803
23,7,1986,18.31,29.48,0,1.78205355
24,7,1986,19.2,33.34,0,1.87638779
25,7,1986,21.23,39.03,0,1.945246111
26,7,1986,22.47,36.29,0,1.957396014
27,7,1986,22.68,40.04,0.16,2.055432104
28,7,1986,22.06,34.73,0.02,2.087716371
29,7,1986,22.61,37.43,0.02,2.156107953
30,7,1986,21.67,32.84,0,2.081259875
31,7,1986,21.24,33.03,0,2.070994382
1,8,1986,21.64,34.02,0,1.862965364
2,8,1986,21.56,36.28,0.09,1.936018643
3,8,1986,23.83,36.27,0.01,1.864409289
4,8,1986,24.68,36.39,0.05,1.991285737
5,8,1986,23.66,35.61,0.03,2.051598552
6,8,1986,23.13,33.8,1.08,2.231793279
7,8,1986,22.25,32.62,0.01,2.108052891
8,8,1986,22.26,31.27,0.22,2.181986577
9,8,1986,20.99,33.36,0,1.949378944
10,8,1986,22.13,34.95,0,1.896613885
11,8,1986,23.04,35.09,0.01,2.085440867
12,8,1986,24.29,37.09,0.08,2.009869595
13,8,1986,24.25,37.18,0,2.10382474
14,8,1986,24.21,36.77,0.11,2.067365236
15,8,1986,25.88,37.17,0,2.17477796
16,8,1986,23.26,34.42,0,2.210148048
17,8,1986,22.98,33.9,0,2.150199632
18,8,1986,22.45,34.59,0,1.941571102
19,8,1986,22.68,36.59,0,1.914021745
20,8,1986,24.15,37.99,0,1.955051311
21,8,1986,23.2,35.08,0,2.191844701
22,8,1986,22.29,31.93,0,2.137958905
23,8,1986,22.12,33.95,0,2.108890918
24,8,1986,22,38.64,0,1.779340065
25,8,1986,23.44,34.15,0,2.22103112
26,8,1986,22.84,30.66,0,1.92490876
27,8,1986,21.9,34.44,0,1.989954364
28,8,1986,23.31,35.27,0,2.288314208
29,8,1986,23.83,37.75,0,2.397930917
30,8,1986,23.3,31.54,0.15,2.356960631
31,8,1986,22.6,30.47,0,2.057229754
1,9,1986,22.08,33.32,0.19,2.215252419
2,9,1986,23.01,30.82,0.05,2.378379639
3,9,1986,20.63,27.65,0,1.751860169
4,9,1986,19.47,29.89,0,1.727623575
5,9,1986,20.7,30.23,0,1.824610632
6,9,1986,20.13,29.72,0,1.933507144
7,9,1986,20.22,29.54,0,1.911967167
8,9,1986,19.91,30.42,0,1.659248088
9,9,1986,20.14,31.98,1.57,1.927505994
10,9,1986,22.73,29.92,1.46,2.179664803
11,9,1986,21.53,27.96,1.71,2.013981886
12,9,1986,20.2,28.77,0,1.779515433
13,9,1986,20.16,32.04,0.02,1.979420861
14,9,1986,21.84,29.13,2.64,2.188480382
15,9,1986,21.21,30.95,0.08,2.240266831
16,9,1986,22.1,32.16,0.5,2.259780787
17,9,1986,23.67,33.33,0.81,2.30639733
18,9,1986,23.37,33.52,0.28,2.269559333
19,9,1986,22.68,33.97,0.01,2.233765349
20,9,1986,22.58,34.33,0,1.996771916
21,9,1986,23.51,35.37,0.03,1.976092898
22,9,1986,22.7,29.15,0.98,2.279757375
23,9,1986,19.34,26.75,0.01,1.738715769
24,9,1986,18.26,28.94,0,1.634449609
25,9,1986,18.51,31.5,0,1.777917741
26,9,1986,20.99,29.73,0.6,2.10237025
27,9,1986,20.41,27.28,0.22,1.876662745
28,9,1986,19.86,26.59,1.21,1.855159054
29,9,1986,19.16,26.15,5.29,1.953818803
30,9,1986,19.33,25.95,11.54,2.278436603
1,10,1986,21.33,26.71,11.63,2.439794745
2,10,1986,21.78,27.46,6.12,2.520364658
3,10,1986,21.11,26.39,3.51,2.317326664
4,10,1986,19.79,28.7,0.72,2.270591809
5,10,1986,20.09,29.12,0.36,2.303931821
6,10,1986,20.6,29.82,5.59,2.317301201
7,10,1986,21.35,27.36,1.59,2.281024609
8,10,1986,20.1,25.2,2.3,2.109506562
9,10,1986,19.97,25.01,7.89,2.00547125
10,10,1986,19.33,25.18,5.7,1.980523602
11,10,1986,18.89,26.33,2.61,1.971548988
12,10,1986,18.33,26.55,1.27,1.93337803
13,10,1986,19.83,26.53,3.84,2.086219816
14,10,1986,19.51,26.53,2.48,2.12720179
15,10,1986,19.37,25.76,1.85,2.10139374
16,10,1986,19.57,25.38,3.21,2.104644306
17,10,1986,17.38,26.95,3.69,1.844679582
18,10,1986,17.47,25.86,1.25,1.912618268
19,10,1986,17.43,25.17,14.56,1.971478804
20,10,1986,17.99,24.57,15.61,1.972353983
21,10,1986,17.49,24.99,0.74,1.968028565
22,10,1986,17.01,24.68,0.08,1.914954721
23,10,1986,17.46,25.96,0.1,1.948805184
24,10,1986,15.62,28.49,0.23,1.768675162
25,10,1986,14.49,21.87,1.06,1.45147204
26,10,1986,13.19,20.14,0.13,1.346342738
27,10,1986,15.55,21.67,1.1,1.466670985
28,10,1986,14.47,19.17,3.42,1.222256418
29,10,1986,13.42,17.57,7.17,1.312675326
30,10,1986,15.63,20.51,3.39,1.584774946
31,10,1986,15.97,21.02,1.2,1.550499932
1,11,1986,14.41,20.97,0.44,1.519382049
2,11,1986,14.06,21.59,0.14,1.511733938
3,11,1986,11.9,23,0.52,1.404212111
4,11,1986,13.69,18.62,5.03,1.257955671
5,11,1986,13.96,18.76,0.56,1.294974255
6,11,1986,13.11,18.56,0.26,1.121455985
7,11,1986,12.14,18.55,0.87,1.25614841
8,11,1986,12.58,20.07,0.16,1.361727226
9,11,1986,12.52,20.04,0.23,1.386899325
10,11,1986,12.07,20.83,0,1.297549354
11,11,1986,11.79,21.33,0,1.297802267
12,11,1986,13.67,21.13,0.65,1.635964651
13,11,1986,13.44,19.71,2.04,1.605829433
14,11,1986,13.9,19.01,5.39,1.615899447
15,11,1986,13.02,20.29,0.07,1.529626826
16,11,1986,13.05,21.49,0.05,1.627704127
17,11,1986,15.04,19.63,0.02,1.665491189
18,11,1986,16.14,19.61,2.04,1.665015422
19,11,1986,13.98,16.93,17.36,1.544158961
20,11,1986,13.4,17.72,8.97,1.54079721
21,11,1986,12.22,18.48,1.97,1.425615678
22,11,1986,11.47,17.96,0.6,1.292485223
23,11,1986,11.89,15.44,0.9,1.358936545
24,11,1986,11.59,20,6.32,1.382664395
25,11,1986,11.54,14.2,11,1.17404432
26,11,1986,11.75,17.61,2.81,1.416403781
27,11,1986,14.52,19,3.05,1.65402549
28,11,1986,11.85,18.49,0.51,1.429747374
29,11,1986,10.5,17.44,0.2,1.189831228
30,11,1986,9.71,17.6,0.2,1.179637145
1,12,1986,10.6,16.68,0.74,1.300646362
2,12,1986,9.65,17.98,0.21,1.172698955
3,12,1986,11.04,16.66,1.55,1.241881485
4,12,1986,11.51,17.04,1.49,1.333079573
5,12,1986,11.91,17.08,1.28,1.304468607
6,12,1986,11.9,15.65,1.64,1.285484615
7,12,1986,10.84,15.95,0.94,1.221784396
8,12,1986,8.62,16.67,0.05,1.090986179
9,12,1986,9.11,16.66,0,1.076013245
10,12,1986,8.5,16.45,0.01,1.026042424
11,12,1986,10.63,15.99,0.3,1.165186282
12,12,1986,11.04,16,2.22,1.326483328
13,12,1986,9.88,16.09,1.76,1.257155486
14,12,1986,8.96,16.46,1.05,1.171502699
15,12,1986,7.82,17.65,0.72,1.082277433
16,12,1986,9.35,15.89,7.87,1.107027616
17,12,1986,7.74,15.56,0.41,1.123509356
18,12,1986,11.02,15.67,2.84,1.116667513
19,12,1986,10.62,15.73,0.29,1.103586324
20,12,1986,9.2,18.95,0.17,1.167754571
21,12,1986,10.39,15.52,0.05,1.023142469
22,12,1986,9.67,15.66,1.38,1.178604066
23,12,1986,7.91,13.1,2.3,0.991796446
24,12,1986,6.44,11.3,1.58,0.858231806
25,12,1986,6.24,9.9,3.04,0.875536538
26,12,1986,5.35,9.43,4.65,0.759449641
27,12,1986,4.61,11.81,4.29,0.937037133
28,12,1986,9.95,15.58,5.79,1.105358108
29,12,1986,7.62,13.43,1.35,0.913477958
30,12,1986,8.51,14.62,1,1.055589724
31,12,1986,6.32,15.27,0.25,1.010637486
1,1,1987,7.68,16.06,0,1.167222845
2,1,1987,7.72,17.64,0.15,1.19957113
3,1,1987,10.04,13.76,1.78,1.163264156
4,1,1987,8.56,13.05,1.44,0.998737251
5,1,1987,7.31,14.03,0.27,0.985428495
6,1,1987,5.11,15.16,0,0.929145147
7,1,1987,9.2,16.03,1.58,1.175913202
8,1,1987,7.73,11.72,0.97,0.812060563
9,1,1987,5.74,11.94,0.04,0.765832833
10,1,1987,4.08,15.06,2.77,0.82118902
11,1,1987,7.79,13.94,1.99,0.905909138
12,1,1987,6.57,14.35,0.61,0.906356668
13,1,1987,7.62,18.96,0,1.051743226
14,1,1987,6.41,19.87,0.75,0.923401335
15,1,1987,3.71,9.99,0.92,0.647816892
16,1,1987,4.34,7.41,1.41,0.725466944
17,1,1987,5.09,9.36,5.21,0.906940117
18,1,1987,7.96,10.38,7.61,1.021824619
19,1,1987,8.34,12.32,2.2,1.089149785
20,1,1987,7.69,13.24,0.86,0.93555071
21,1,1987,5.93,14.72,0.04,0.882779012
22,1,1987,6.86,15.11,0.02,1.065734952
23,1,1987,8.26,16,0.05,1.204529206
24,1,1987,7.53,15.86,0.07,1.235623655
25,1,1987,7.56,15.26,0.05,1.058170541
26,1,1987,6.54,16.95,0,1.04643068
27,1,1987,8,20.32,0,1.155625855
28,1,1987,11.03,22.52,0,1.306480469
29,1,1987,11.44,19.7,0.01,1.20380625
30,1,1987,9.86,18.17,0.06,1.200033979
31,1,1987,10.83,14.81,4.01,1.361957999
1,2,1987,10.2,14.36,2.32,1.145311378
2,2,1987,7.86,17.32,0.09,1.0823888
3,2,1987,7.52,18.77,0,1.117307102
4,2,1987,8.69,18.65,0.01,1.197536741
5,2,1987,11.13,16.05,4.24,1.397007071
6,2,1987,10.77,15.26,2.43,1.272822605
7,2,1987,10.43,15.42,0.33,1.112976733
8,2,1987,10.98,15.49,1.65,1.271322711
9,2,1987,9.53,17.51,0.27,1.20077896
10,2,1987,6.59,18.66,0,1.045260005
11,2,1987,7.76,17.38,0.06,1.002893266
12,2,1987,9.46,17.25,1.12,1.104055495
13,2,1987,9.05,14.93,6.88,1.16934994
14,2,1987,10.99,15.63,2.72,1.105099914
15,2,1987,9.39,15.99,0.59,1.14412797
16,2,1987,8.1,13.91,1.11,0.987287082
17,2,1987,7.59,13.35,0.33,0.999876425
18,2,1987,7.28,14.46,0.87,1.079094905
19,2,1987,7.29,14.54,5.78,1.113798764
20,2,1987,5.53,13.12,0.32,0.769371334
21,2,1987,4.43,16.34,0.13,0.723479384
22,2,1987,7.26,13.03,3.44,0.892680772
23,2,1987,7.72,10.89,2.45,0.916164087
24,2,1987,6.84,14.01,0.13,0.916499746
25,2,1987,6.72,17.09,0.11,1.02240967
26,2,1987,9.1,13.45,11.21,1.172179874
27,2,1987,7.59,14.22,0.41,1.109665439
28,2,1987,9.09,17.62,0.32,1.166005275
1,3,1987,11.01,17.68,0.32,1.327032895
2,3,1987,9.95,19.12,0.1,1.329366729
3,3,1987,10.51,17.19,0.12,1.106322884
4,3,1987,10.3,14.51,0.19,0.950151829
5,3,1987,8.36,16.47,0.35,1.059926915
6,3,1987,6.34,13.8,0.15,0.802807107
7,3,1987,6.31,13.68,1.32,0.84851566
8,3,1987,7.71,9.44,4.3,0.973156302
9,3,1987,6.83,9.96,10.63,0.933786986
10,3,1987,6.18,13.62,2.52,0.942693761
11,3,1987,5.68,14.54,0.01,0.762887028
12,3,1987,6.81,11.57,1.65,0.91013519
13,3,1987,8.62,14.76,1.98,1.067101785
14,3,1987,9.04,14.81,2.14,1.049727276
15,3,1987,6.52,13.49,0.28,0.888036653
16,3,1987,5.44,15.24,0.06,0.880774148
17,3,1987,6.78,15.09,0.06,0.929619052
18,3,1987,7.12,15.99,0.08,0.874512225
19,3,1987,7.39,18.81,0.11,1.086277365
20,3,1987,9.42,16.54,1.25,1.221132325
21,3,1987,9.46,15.94,0.41,1.16838424
22,3,1987,9.81,15.5,7.1,1.100490761
23,3,1987,9.55,15.25,2.88,1.014372255
24,3,1987,9.47,17.27,0.04,1.051874772
25,3,1987,7.04,21.89,0,1.042047339
26,3,1987,10.99,23.77,0,1.172658452
27,3,1987,11.73,21.28,0.05,1.423442367
28,3,1987,9.78,24.52,0,1.310709132
29,3,1987,10.01,16.5,0.39,1.057417475
30,3,1987,8.14,12.22,3.64,0.925109675
31,3,1987,8.67,12.06,5.83,0.925798903
1,4,1987,7.55,12.54,5.03,0.913952277
2,4,1987,6.32,17.5,0.38,0.910611696
3,4,1987,8.41,22.52,0,0.987799101
4,4,1987,11.39,22.76,0,1.317938138
5,4,1987,11.13,21.55,0,1.26934757
6,4,1987,11.64,22.53,0,1.35346225
7,4,1987,13.94,25.88,0.02,1.479598617
8,4,1987,15.44,26,0,1.638875126
9,4,1987,15,24.78,0.11,1.637832704
10,4,1987,11.85,19.5,0.2,1.368165793
11,4,1987,10.69,18.48,0.2,1.115763518
12,4,1987,10.81,20.2,0.15,1.167257718
13,4,1987,11.18,17.13,5.43,1.092578384
14,4,1987,11.02,15.52,8.4,1.217350974
15,4,1987,10.16,17.73,5.15,1.20048991
16,4,1987,9.09,18.26,0.45,1.11118593
17,4,1987,8.49,18.53,0,1.000333083
18,4,1987,8.53,21.31,0,0.968896233
19,4,1987,10.17,24.15,0,1.142946129
20,4,1987,11.45,25.35,0,1.260985156
21,4,1987,13.3,24.72,0.02,1.346744386
22,4,1987,12.25,21.28,0,1.310043565
23,4,1987,11.51,21.08,0,1.293144321
24,4,1987,10.47,22.04,0,1.251398412
25,4,1987,13.31,22.62,0.01,1.601747767
26,4,1987,12.74,23.23,0,1.502896738
27,4,1987,10.94,24.75,0.01,1.391983238
28,4,1987,13.09,21.53,0,1.346775334
29,4,1987,11.25,22.17,0,1.098617048
30,4,1987,10.58,21.52,0,1.11489115
1,5,1987,12.81,22.76,0.01,1.460063226
2,5,1987,13.1,22.73,0,1.455836883
3,5,1987,12.54,24.83,0,1.285627752
4,5,1987,10.47,20,0.01,1.144083821
5,5,1987,9.06,18.31,0.11,0.875489368
6,5,1987,9.98,16.45,5.09,1.025485789
7,5,1987,11.56,18.45,2.75,1.175234762
8,5,1987,10.26,21.83,0.03,1.198809471
9,5,1987,10.86,22.88,0,1.133093446
10,5,1987,11.16,24.42,0,1.14959141
11,5,1987,14.9,26.12,0.7,1.522700057
12,5,1987,13.86,22.69,0,1.371505631
13,5,1987,12.27,27.72,0.21,1.314839049
14,5,1987,13.57,20.87,9.47,1.587381226
15,5,1987,11.62,19.39,0.44,1.102586284
